timestamp,value1
0.0,1.0
0.10101010101010102,0.8170783874423304
0.20202020202020204,0.6676170688417596
0.30303030303030304,0.5454954801139845
0.4040404040404041,0.44571258979885564
0.5050505050505051,0.3641821455209343
0.6060606060606061,0.29756542891366633
0.7070707070707071,0.24313433160270087
0.8080808080808082,0.1986598553709722
0.9090909090909092,0.16232071240138007
1.0101010101010102,0.13262877561775518
1.1111111111111112,0.1083681318061534
1.2121212121212122,0.08854527939197551
1.3131313131313131,0.07234845013035342
1.4141414141414141,0.059114369106331444
1.5151515151515151,0.048301084776092906
1.6161616161616164,0.03946578124495055
1.7171717171717171,0.032246644618024685
1.8181818181818183,0.026348042559587188
1.9191919191919191,0.021528420949384675
2.0202020202020203,0.01759041168395147
2.121212121212121,0.014372748555889686
2.2222222222222223,0.011743664865254735
2.323232323232323,0.009595497046315585
2.4242424242424243,0.007840275059788763
2.5252525252525255,0.006406120764655697
2.6262626262626263,0.005234304074744338
2.727272727272727,0.0042768377072670265
2.8282828282828283,0.003494512581672705
2.929292929292929,0.0028552950172524598
3.0303030303030303,0.0023330058602980576
3.1313131313131315,0.0019062523694279813
3.2323232323232327,0.0015575598137658173
3.333333333333333,0.0012726509211176816
3.4343434343434343,0.001039857461454617
3.5353535353535355,0.000849646308951814
3.6363636363636367,0.000694228974643404
3.7373737373737375,0.0005672404370358067
3.8383838383838382,0.0004634807357789084
3.9393939393939394,0.00037870071350023165
4.040404040404041,0.00030942874471556167
4.141414141414142,0.00025282808293517964
4.242424242424242,0.00020658225393365464
4.343434343434343,0.00016879749847533787
4.444444444444445,0.00013792438211318234
4.545454545454545,0.00011269719220011565
4.646464646464646,9.208350572658868e-5
4.747474747474747,7.524039062150685e-5
4.848484848484849,6.147841488119793e-5
4.94949494949495,5.0233654848894604e-5
5.050505050505051,4.10454604508017e-5
5.151515151515151,3.353778062378523e-5
5.252525252525253,2.7403395217271516e-5
5.353535353535354,2.23911142576496e-5
5.454545454545454,1.8295610465857695e-5
5.555555555555555,1.4949394771780258e-5
5.656565656565657,1.2215582823882642e-5
5.757575757575758,9.983038578396693e-6
5.858585858585858,8.158773967377625e-6
5.959595959595959,6.667960063756265e-6
6.0606060606060606,5.449678542647025e-6
6.161616161616161,4.453407346211777e-6
6.262626262626263,3.6390699209764183e-6
6.363636363636363,2.9736750361535142e-6
6.464646464646465,2.4300635597594064e-6
6.565656565656566,1.9859004414568817e-6
6.666666666666666,1.6230590164993612e-6
6.767676767676768,1.3264272533680504e-6
6.8686868686868685,1.0839281051608934e-6
6.969696969696971,8.857269107983378e-7
7.070707070707071,7.239072552303861e-7
7.171717171717171,5.91880161203082e-7
7.272727272727273,4.841282504009778e-7
7.373737373737374,3.967639516317792e-7
7.474747474747475,3.2498212074222665e-7
7.575757575757576,2.6702991034911185e-7
7.6767676767676765,2.1947550295635072e-7
7.777777777777778,1.8014394605882677e-7
7.878787878787879,1.4806202722669194e-7
7.97979797979798,1.2133552873735492e-7
8.080808080808081,9.937345031313134e-8
8.181818181818182,8.125865001347964e-8
8.282828282828284,6.638204425230263e-8
8.383838383838384,5.422618650272968e-8
8.484848484848484,4.4440952778400507e-8
8.585858585858585,3.721292900340957e-8
8.686868686868687,3.208440420887691e-8
8.787878787878787,2.858828586127731e-8
8.88888888888889,2.598459473190266e-8
8.98989898989899,2.3164940722746063e-8
9.09090909090909,2.0998582095971448e-8
9.191919191919192,2.032855759219343e-8
9.292929292929292,1.9464783319718736e-8
9.393939393939394,1.7743686015441175e-8
9.494949494949495,1.5575868607605778e-8
9.595959595959595,1.3828215286167617e-8
9.696969696969697,1.187904406163112e-8
9.797979797979798,9.879734189079721e-9
9.8989898989899,8.050234163857387e-9
10.0,6.520156263699533e-9
